[INFO] [2020-02-07 15:37:30,152] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,495] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,496] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,545] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,545] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,545] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,547] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,547] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,547] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,547] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,594] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,594] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,594] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,596] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,596] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,596] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,597] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,653] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,654] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,654] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,656] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,656] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,657] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,657] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,699] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,700] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,700] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,702] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,702] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,702] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,703] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,745] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,746] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,746] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,748] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,748] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,748] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,749] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,791] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,791] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,792] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,793] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,793] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,794] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,794] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,844] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,844] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,845] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,846] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,846] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,847] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,847] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,902] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,903] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,903] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,904] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,905] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,905] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,905] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,945] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,946] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,946] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,947] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,948] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,949] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,949] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,988] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,989] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,989] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,990] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,992] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,992] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,993] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:23,049] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:23,050] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:23,050] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:23,052] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:23,052] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:23,052] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:23,053] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:23,109] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:23,110] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:23,110] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:23,112] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:23,112] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:23,113] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:23,113] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:23,171] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:23,171] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:23,172] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
